KEGGid,SMILES_by_ChEBI,SMILES_by_CAS
C00020,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O
C00021,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(O)=O,NC(CCSCC1OC(C(O)C1O)n2cnc3c(N)ncnc23)C(O)=O
C00022,CC(=O)C([O-])=O,CC(=O)C(O)=O
C00023,[Fe],[Fe]
C00024,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P](O)(=O)O[P](O)(=O)OCC1OC(C(O)C1O[P](O)(O)=O)n2cnc3c(N)ncnc23
C00025,N[C@@H](CCC(O)=O)C(O)=O,NC(CCC(O)=O)C(O)=O
C00026,[O-]C(=O)CCC(=O)C([O-])=O,OC(=O)CCC(=O)C(O)=O
C00027,[H]OO[H],OO
C00028,None,None
C00029,OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O,OCC1OC(O[P](O)(=O)O[P](O)(=O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)C(O)C(O)C1O
C00030,None,None
C00031,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,OCC1OC(O)C(O)C(O)C1O
C00032,None,[Fe+4]|1|2|3|[N-]4C5C=C6[N-]|1C(=C(CCC(O)=O)C6C)C=C7[N-]|2C(=CC8[N-]|3C(=CC4C(C=C)C5C)C(C)C8C=C)C(C)C7CCC(O)=O
C00033,CC(O)=O,CC(O)=O
C00034,[Mn],[Mn]
C00035,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1
C00036,OC(=O)CC(=O)C(O)=O,OC(=O)CC(=O)C(O)=O
C00037,NCC(O)=O,NCC(O)=O
C00038,[Zn++],[Zn++]
C00039,None,None
C00040,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC([*])=O,None
C00041,C[C@H](N)C(O)=O,CC(N)C(O)=O
C00042,OC(=O)CCC(O)=O,OC(=O)CCC(O)=O
C00043,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O,CC(=O)NC1C(O)C(O)C(CO)OC1O[P](O)(=O)O[P](O)(=O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O
C00044,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1
C00045,NC([*])C(O)=O,None
C00046,None,None
C00047,NCCCC[C@H](N)C(O)=O,NCCCCC(N)C(O)=O
C00048,[H]C(=O)C(O)=O,OC(=O)C=O
C00049,N[C@@H](CC(O)=O)C(O)=O,NC(CC(O)=O)C(O)=O
C00050,None,None
C00051,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O
C00052,OC[C@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@H]1O,OCC1OC(O[P](O)(=O)O[P](O)(=O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)C(O)C(O)C1O
C00053,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[S](O)(=O)=O)C(O[P](O)(O)=O)C3O
C00054,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H]3O
C00055,Nc1ccn([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)c(=O)n1,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(O)=O)C(O)C2O
C00058,[H]C([O-])=O,OC=O
C00059,[O-]S([O-])(=O)=O,O[S](O)(=O)=O
C00060,[O-]C([*])=O,None
C00061,C12=NC(NC(C1=NC=3C(N2C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)=CC(=C(C3)C)C)=O)=O,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO[P](O)(O)=O)c2cc1C
C00062,N[C@@H](CCCNC(N)=N)C(O)=O,NC(CCCN=C(N)N)C(O)=O
C00063,Nc1ccn([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)c(=O)n1,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C2O
C00064,N[C@@H](CCC(N)=O)C(O)=O,N[C@@H](CCC(N)=O)C(O)=O
C00065,N[C@@H](CO)C(O)=O,NC(CO)C(O)=O
C00066,None,None
C00067,[H]C([H])=O,C=O
C00068,Cc1ncc(C[n+]2csc(CCOP(O)(=O)OP(O)(O)=O)c2C)c(N)n1,None
C00069,O[*],None
C00070,[Cu],[Cu]
C00071,[H]C([*])=O,None
C00072,[H][C@@]1(OC(=O)C(O)=C1[O-])[C@@H](O)CO,OCC(O)C1OC(=C(O)C1=O)O
C00073,CSCC[C@H](N)C(O)=O,CSCCC(N)C(O)=O
C00074,OC(=O)C(=C)OP(O)(O)=O,OC(=O)C(=C)O[P](O)(O)=O
C00075,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O
C00076,[Ca++],[Ca++]
C00077,NCCC[C@H](N)C(O)=O,NCCCC(N)C(O)=O
C00078,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,NC(Cc1c[nH]c2ccccc12)C(O)=O
C00079,N[C@@H](Cc1ccccc1)C(O)=O,NC(Cc1ccccc1)C(O)=O
C00080,[H+],None
C00081,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23
C00082,N[C@@H](Cc1ccc(O)cc1)C(O)=O,NC(Cc1ccc(O)cc1)C(O)=O
C00083,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O,CC(C)(CO[P](O)(=O)O[P](O)(=O)OCC1OC(C(O)C1O[P](O)(O)=O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
C00084,[H]C(C)=O,CC=O
C00085,OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,OCC1(O)OC(CO[P](O)(O)=O)C(O)C1O
C00086,NC(N)=O,NC(N)=O
C00087,None,S1SSSSSSS1
C00088,[O-]N=O,None
C00089,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C00090,Oc1ccccc1O,Oc1ccccc1O
C00091,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O,CC(C)(CO[P](O)(=O)O[P](O)(=O)OCC1OC(C(O)C1O[P](O)(O)=O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
C00092,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,OC1OC(CO[P](O)(O)=O)C(O)C(O)C1O
C00093,OC[C@@H](O)COP(O)(O)=O,None
C00094,OS(O)=O,None
C00095,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO
C00096,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)OC4OC(CO)C(O)C(O)C4O)C(O)C3O)c2N1
C00097,N[C@@H](CS)C(O)=O,NC(CS)C(O)=O
C00098,None,None
C00099,NCCC(O)=O,NCCC(O)=O
C00100,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12,CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P](O)(=O)O[P](O)(=O)OCC1OC(C(O)C1O[P](O)(O)=O)n2cnc3c(N)ncnc23
C00101,Nc1nc2NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)Nc2c(=O)[nH]1,NC1=NC(=O)C2=C(NC[C@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
C00102,Oc1ccc(cc1)N=C1C=C(Cl)C(=O)C(Cl)=C1,Oc1c(Cl)cc(cc1Cl)N=C2C=CC(=O)C=C2
C00103,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,OCC1OC(O[P](O)(O)=O)C(O)C(O)C1O
C00104,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23
C00105,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O,OC1C(O)C(OC1CO[P](O)(O)=O)N2C=CC(=O)NC2=O
C00106,O=c1cc[nH]c(=O)[nH]1,O=C1NC=CC(=O)N1
C00107,None,None
C00108,Nc1ccccc1C([O-])=O,Nc1ccccc1C(O)=O
C00109,CCC(=O)C(O)=O,CCC(=O)C(O)=O
C00110,None,None
C00111,C(CO)(COP(O)(=O)O)=O,OCC(=O)CO[P](O)(O)=O
C00112,Nc1ccn([C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)c(=O)n1,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C2O
C00113,OC(=O)c1cc(C(O)=O)c-2c(n1)C(=O)C(=O)c1cc([nH]c-21)C(O)=O,OC(=O)c1[nH]c2c(c1)C(=O)C(=O)c3nc(cc(C(O)=O)c23)C(O)=O
C00114,C[N+](C)(C)CCO,C[N+](C)(C)CCO
C00116,OCC(O)CO,OCC(O)CO
C00117,O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)C=O,O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O
C00118,[H]C(=O)[C@H](O)COP(O)(O)=O,O[C@H](CO[P](O)(O)=O)C=O
C00119,O[C@H]1[C@@H](O)[C@H](O[C@@H]1COP(O)(O)=O)OP(O)(=O)OP(O)(O)=O,None
C00120,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,OC(=O)CCCCC1SCC2NC(=O)NC12
C00121,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,OCC1OC(O)C(O)C1O
C00122,OC(=O)\C=C\C(O)=O,OC(=O)\C=C\C(O)=O
C00123,CC(C)C[C@H](N)C(O)=O,CC(C)CC(N)C(O)=O
C00124,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,OCC1OC(O)C(O)C(O)C1O
C00125,None,None
C00126,None,None
C00127,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
C00128,[H][C@]1(O[C@](C[C@H](O)[C@H]1NC(C)=O)(OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)C(O)=O)[C@H](O)[C@H](O)CO,CC(=O)NC1C(O)CC(OC1C(O)C(O)CO)(O[P](O)(=O)OCC2OC(C(O)C2O)N3C=CC(=NC3=O)N)C(O)=O
C00129,CC(=C)CCOP(O)(=O)OP(O)(O)=O,CC(=C)CCO[P](O)(=O)O[P](O)(O)=O
C00130,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O,OC1C(O)C(OC1CO[P](O)(O)=O)n2cnc3C(=O)N=CNc23
C00131,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1,Nc1ncnc2n(cnc12)C3CC(O)C(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)O3
C00132,CO,CO
C00133,C[C@@H](N)C(O)=O,CC(N)C(O)=O
C00134,NCCCCN,NCCCCN
C00135,N[C@@H](Cc1c[nH]cn1)C(O)=O,NC(Cc1[nH]cnc1)C(O)=O
C00136,CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12,None
C00137,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,OC1C(O)C(O)C(O)C(O)C1O
C00138,None,None
C00139,None,None
C00140,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)NC1C(O)OC(CO)C(O)C1O
C00141,CC(C)C(=O)C([O-])=O,[Na+].CC(C)C(=O)C([O-])=O
C00143,[H][C@]12CNc3nc(N)[nH]c(=O)c3N1CN(C2)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,NC1=NC(=O)C2=C(NC[C@@H]3CN(CN23)c4ccc(cc4)C(=O)NC(CCC(O)=O)C(O)=O)N1
C00144,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(O)=O)C(O)C3O)c2N1
C00145,S[*],None
C00146,Oc1ccccc1,Oc1ccccc1
C00147,Nc1ncnc2[nH]cnc12,Nc1ncnc2nc[nH]c12
C00148,OC(=O)[C@@H]1CCCN1,OC(=O)C1CCCN1
C00149,O[C@@H](CC([O-])=O)C([O-])=O,O[C@@H](CC(O)=O)C(O)=O
C00150,[Mo],[Mo]
C00151,N[C@@H]([*])C(O)=O,None
C00152,N[C@@H](CC(N)=O)C(O)=O,NC(CC(N)=O)C(O)=O
C00153,NC(=O)c1cccnc1,NC(=O)c1cccnc1
C00154,[C@@H]1(N2C3=C(C(=NC=N3)N)N=C2)O[C@H](COP(OP(OCC(C)([C@H](C(NCCC(NCCSC(CCCCCCCCCCCCCCC)=O)=O)=O)O)C)(=O)O)(=O)O)[C@H]([C@H]1O)OP(O)(O)=O,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P](O)(=O)O[P](O)(=O)OCC1OC(C(O)C1O[P](O)(O)=O)n2cnc3c(N)ncnc23
C00155,N[C@@H](CCS)C(O)=O,N[C@@H](CCS)C(O)=O
C00156,OC(=O)c1ccc(O)cc1,OC(=O)c1ccc(O)cc1
C00157,C[N+](C)(C)CCOP(O)(=O)OCC(COC([*])=O)OC([*])=O,None
C00158,OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,OC(=O)CC(O)(CC(O)=O)C(O)=O
C00159,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,OCC1OC(O)C(O)C(O)C1O
C00160,OCC(O)=O,OCC(O)=O
C00161,OC(=O)C([*])=O,None
C00162,OC([*])=O,None
C00163,CCC([O-])=O,CCC(O)=O
C00164,CC(=O)CC(O)=O,CC(=O)CC(O)=O
C00165,[*]OCC(CO[*])O[*],None
C00166,[O-]C(=O)C(=O)Cc1ccccc1,OC(=O)C(=O)Cc1ccccc1
C00167,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O,None
C00168,OCC(=O)C([O-])=O,OCC(=O)C(O)=O
C00169,NC(=O)OP(O)(O)=O,NC(=O)O[P](O)(O)=O
C00170,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,CSCC1OC(C(O)C1O)n2cnc3c(N)ncnc23
C00171,None,None
C00172,None,None
C00173,None,None
C00174,None,None
C00175,[Co],[Co++]
C00176,Cc1cc2nc3c(nc(=O)[nH]c3=O)n([*])c2cc1C,None
C00177,[C-]#N,[C-]#N
C00178,Cc1c[nH]c(=O)[nH]c1=O,CC1=CNC(=O)NC1=O
C00179,NCCCCNC(N)=N,NCCCCN=C(N)N
C00180,[O-]C(=O)c1ccccc1,OC(=O)c1ccccc1
C00181,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,OC1COC(O)C(O)C1O
C00182,None,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@@H](O)[C@@H]1O
C00183,CC(C)[C@H](N)C(O)=O,CC(C)C(N)C(O)=O
C00184,C(CO)(CO)=O,OCC(=O)CO
C00185,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O
C00186,C[C@H](O)C(O)=O,C[C@H](O)C(O)=O
C00187,C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)O)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
C00188,C[C@@H](O)[C@H](N)C(O)=O,CC(O)C(N)C(O)=O
C00189,NCCO,NCCO
C00190,O[C@@H]1CO[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@H]1O,OC1COC(O[P](O)(=O)O[P](O)(=O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)C(O)C1O
C00191,None,O[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O
C00192,NO,NO
C00193,*C(=O)[H],None
C00194,[H][C@]12[C@H](CC(N)=O)[C@@]3(C)CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]4[C@@H](CO)O[C@@H]([C@@H]4O)n4c[n+](c5cc(C)c(C)cc45)[Co-3]456(C[C@H]7O[C@H]([C@H](O)[C@@H]7O)n7cnc8c(N)ncnc78)N1C3=C(C)C1=[N+]4C(=CC3=[N+]5C(=C(C)C4=[N+]6[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O,None
C00195,O[C@H]([*])[C@H](C[*])NC([*])=O,None
C00196,OC(=O)c1cccc(O)c1O,OC(=O)c1cccc(O)c1O
C00197,O[C@H](COP(O)(O)=O)C(O)=O,None
C00198,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,OCC1OC(=O)C(O)C(O)C1O
C00199,OCC(=O)[C@H](O)[C@H](O)COP(O)(O)=O,None
C00200,COS([O-])(=O)=O.C[n+]1c2ccccc2nc2ccccc12,CO[S]([O-])(=O)=O.C[n+]1c2ccccc2nc3ccccc13
C00201,[C@H]1([C@H]([C@@H](O)[C@@H](O1)*)O)COP(OP(OP(=O)(O)O)(=O)O)(=O)O,None
C00202,CC(C)OP(F)(=O)OC(C)C,CC(C)O[P](F)(=O)OC(C)C
C00203,CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O,None
C00204,OC[C@@H](O)[C@@H](O)CC(=O)C(O)=O,OCC(O)C(O)CC(=O)C(O)=O
C00205,*,None
C00206,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1,Nc1ncnc2n(cnc12)C3CC(O)C(CO[P](O)(=O)O[P](O)(O)=O)O3
C00207,CC(C)=O,CC(C)=O
C00208,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O
C00209,OC(=O)C(O)=O,OC(=O)C(O)=O
C00210,[H][C@@]12[C@H](CC(N)=O)[C@@](C)(CCC(=O)NC[C@@H](C)OP(O)(=O)O[C@H]3[C@@H](O)[C@@H](O)O[C@@H]3CO)C3=C(C)C4=[N]5C(=CC6=[N]7C(=C(C)C8=[N]([C@]1(C)[C@@](C)(CC(N)=O)[C@@H]8CCC(N)=O)[Co]57N23)[C@@](C)(CC(N)=O)[C@@H]6CCC(N)=O)C(C)(C)[C@@H]4CCC(N)=O,None
C00211,None,None
C00212,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O
C00213,CNCC(O)=O,CNCC(O)=O
C00214,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O
C00215,None,None
C00216,None,OC1COC(O)C(O)C1O
C00217,N[C@H](CCC(O)=O)C(O)=O,NC(CCC(O)=O)C(O)=O
C00218,CN,CN
C00219,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(O)=O
C00220,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C
C00221,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
C00222,[H]C(=O)CC([O-])=O,None
C00223,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C=Cc1ccc(O)cc1,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)\C=C\c4ccc(O)cc4
C00224,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](O)[C@H]1O,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[S](O)(=O)=O)C(O)C3O
C00225,[Cl-].[Cl-].C[n+]1ccc(cc1)-c1cc[n+](C)cc1,[Cl-].[Cl-].C[n+]1ccc(cc1)c2cc[n+](C)cc2
C00226,*C(O)([H])[H],None
C00227,CC(=O)OP(O)(O)=O,None
C00229,S*,None
C00230,C(=O)(C1=CC(=C(C=C1)O)O)O,OC(=O)c1ccc(O)c(O)c1
C00231,OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O,None
C00232,[H]C(=O)CCC(O)=O,OC(=O)CCC=O
C00233,CC(C)CC(=O)C(O)=O,[Na+].CC(C)CC(=O)C([O-])=O
C00234,[H]C(=O)N(C[C@H]1CNc2nc(N)[nH]c(=O)c2N1)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,None
C00235,CC(C)=CCOP(O)(=O)OP(O)(O)=O,CC(C)=CCO[P](O)(=O)O[P](O)(O)=O
C00236,O[C@H](COP(O)(O)=O)C(=O)OP(O)(O)=O,O[C@H](CO[P](O)(O)=O)C(=O)O[P](O)(O)=O
C00237,[C-]#[O+],[C-]#[O+]
C00238,[K+],[K+]
C00239,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)c(=O)n1,NC1=NC(=O)N(C=C1)C2CC(O)C(CO[P](O)(O)=O)O2
C00240,None,None
C00241,None,None
C00242,C12=C(N=C(NC1=O)N)NC=N2,NC1=NC(=O)c2[nH]cnc2N1
C00243,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O
C00244,None,O[N+]([O-])=O
C00245,C(CS(O)(=O)=O)N,NCC[S](O)(=O)=O
C00246,CCCC(O)=O,CCCC(O)=O
C00247,OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,OCC(O)C(O)C(O)C(=O)CO
C00248,NC(=O)CCCCC1CCSS1,NC(=O)CCCCC1CCSS1
C00249,CCCCCCCCCCCCCCCC(O)=O,CCCCCCCCCCCCCCCC(O)=O
C00250,[H]C(=O)c1c(CO)cnc(C)c1O,Cc1ncc(CO)c(C=O)c1O
C00251,O[C@@H]1C=CC(=C[C@H]1OC(=C)C(O)=O)C(O)=O,OC1C=CC(=CC1OC(=C)C(O)=O)C(O)=O
